z_re,z_im,w_re,w_im
-2.593220338983051,-1.8813559322033897,2.07590403501945,-1.4028816495217158
-2.593220338983051,-1.7796610169491525,2.0779148199698416,-1.4235157406194183
-2.593220338983051,-1.6779661016949152,2.080434330341632,-1.4442990532110955
-2.593220338983051,-1.5762711864406778,2.0834789928526414,-1.465209698635295
-2.593220338983051,-1.4745762711864405,2.0870640396912536,-1.4862240154561712
-2.593220338983051,-1.3728813559322033,2.0912032930182067,-1.507316632299205
-2.593220338983051,-1.271186440677966,2.0959089494604033,-1.5284605603775363
-2.593220338983051,-1.1694915254237288,2.101191369184826,-1.549627316922789
-2.593220338983051,-1.0677966101694913,2.107058874560715,-1.57078707994877
-2.593220338983051,-0.9661016949152543,2.1135175636908863,-1.5919088738674856
-2.593220338983051,-0.8644067796610169,2.1205711441824255,-1.6129607844745952
